Timestamp,Your Age,University Name,1. Do you use porn/masturbation to avoid or escape your feelings and problems or to alter your mood?,Q1,2. Do you feel empty or shameful after viewing pornography or masturbating and wish you could stop?,Q2,3. Have you ever promised yourself that you would never again view pornography or masturbate?,Q3,4. Have you stayed up late at night or woke up during the night to view pornography?,Q4,5. Do you worry something is wrong with you because of your sexual thoughts and feelings?,Q5,"6. Have you participated in on-line/internet sexual chats, emails, posts or in sexting?",Q6,"7. Do you find yourself viewing more and more porn, or different types of porn to feel the desired excitement?",Q7,8. Do your sexual thoughts and behaviors cause you to feel that you are unclean or unworthy?,Q8,9. Do you look for opportunities to be alone so that you can find pornography or masturbate?,Q9,10. Do you masturbate while viewing pornography?,Q10,11. Do you continue to view pornography even after encountering problems related to your viewing?,Q11,12. The thought of watching pornography makes me sexually aroused.,Q12,13. I would feel less bored if I watched pornography right now.,Q13,14. I will watch pornography as soon as I get the chance.,Q14,15. I would feel less stressed if I watched pornography right now.,Q15
2025-07-31 07:40:56,23,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Disagree,1,Agree,2,Agree,2,Agree,2
2025-08-01 07:40:56,23,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-02 07:40:56,23,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-03 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-08-04 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-08-05 07:40:56,21,Ravenshaw University ,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Agree,2,Disagree,1,Agree,2,Agree,2
2025-08-06 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Agree,2,Agree,2
2025-08-07 07:40:56,21,Ravenshaw University ,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-08 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-09 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-10 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-11 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-12 07:40:56,21,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Agree,2,Disagree,1
2025-08-13 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-14 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-15 07:40:56,21,Ravenshaw University ,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-16 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-17 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-18 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Agree,2,Disagree,1
2025-08-19 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-20 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-21 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-22 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-23 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-24 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-25 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-26 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-27 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-08-28 07:40:56,21,Ravenshaw University ,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-08-29 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Agree,2,Disagree,1
2025-08-30 07:40:56,21,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Agree,2,Agree,2,Agree,2,Disagree,1
2025-08-31 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-01 07:40:56,21,FM UNIVERSITY,No,0,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-09-02 07:40:56,21,FM UNIVERSITY,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-09-03 07:40:56,21,FM UNIVERSITY,Yes,1,No,0,Yes,1,No,0,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Agree,2,Agree,2
2025-09-04 07:40:56,21,FM UNIVERSITY,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-09-05 07:40:56,21,FM UNIVERSITY,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-06 07:40:56,21,FM UNIVERSITY,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-07 07:40:56,21,FM UNIVERSITY,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-09-08 07:40:56,21,FM UNIVERSITY,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Agree,2,Agree,2
2025-09-09 07:40:56,21,FM UNIVERSITY,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-09-10 07:40:56,21,FM UNIVERSITY,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-11 07:40:56,21,DD UNIVERSITY,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-12 07:40:56,21,DD UNIVERSITY,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-09-13 07:40:56,21,DD UNIVERSITY,Yes,1,No,0,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-09-14 07:40:56,21,DD UNIVERSITY,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
2025-09-15 07:40:56,21,DD UNIVERSITY,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-16 07:40:56,21,DD UNIVERSITY,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-17 07:40:56,21,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-18 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Agree,2
2025-09-19 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-20 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-09-21 07:40:56,21,Ravenshaw University ,Yes,1,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Agree,2
2025-09-22 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-23 07:40:56,21,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-24 07:40:56,22,Ravenshaw University ,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-25 07:40:56,23,Ravenshaw University ,No,0,No,0,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-26 07:40:56,20,Ravenshaw University ,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Disagree,1,Disagree,1,Disagree,1,Disagree,1
2025-09-27 07:40:56,23,Ravenshaw University ,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Disagree,1,Disagree,1
2025-09-28 07:40:56,23,FM UNIVERSITY,Yes,1,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-29 07:40:56,20,Ravenshaw University ,Yes,1,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,Agree,2,Disagree,1,Disagree,1,Disagree,1
2025-09-30 07:40:56,21,Ravenshaw University ,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Agree,2,Agree,2,Agree,2,Agree,2
2025-10-01 07:40:56,23,Ravenshaw University ,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,Disagree,1,Agree,2,Disagree,1,Disagree,1
2025-10-02 07:40:56,22,DD UNIVERSITY,Yes,1,Yes,1,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,No,0,Disagree,1,Agree,2,Disagree,1,Agree,2
2025-10-03 07:40:56,24,FM UNIVERSITY,No,0,No,0,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Agree,2,Agree,2,Disagree,1,Agree,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

